City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ushtobe,KZ,45.2514,77.9838,30.74,72,100,4.23,overcast clouds
348,Guerrero Negro,MX,27.9769,-114.0611,62.65,64,66,19.17,broken clouds
349,Muriwai Beach,NZ,-36.8167,174.45,77.43,73,100,2.51,overcast clouds
350,Tongliao,CN,43.6125,122.2653,1.35,85,4,7.92,clear sky
351,Norfolk,US,42.1668,-71.2495,37.31,77,90,3.0,overcast clouds
352,Beloha,MG,-25.1667,45.05,69.33,85,88,13.0,overcast clouds
353,Kahului,US,20.8947,-156.47,80.62,59,20,18.41,few clouds
354,Mackenzie,CA,55.2999,-123.1698,-18.18,69,1,5.75,clear sky
355,Saint-Augustin,CA,51.226,-58.6502,31.05,80,49,16.91,scattered clouds
356,Hauterive,FR,46.0901,3.4459,43.56,88,97,4.5,overcast clouds
357,Reporoa,NZ,-38.4333,176.35,68.34,39,98,4.5,light rain
358,Asheboro,US,35.7079,-79.8136,61.07,56,1,0.0,clear sky
359,Ambatolampy,MG,-19.3833,47.4167,60.57,96,100,1.77,overcast clouds
360,Ukiah,US,39.1502,-123.2078,46.63,90,90,0.0,overcast clouds
361,Te Anau,NZ,-45.4167,167.7167,63.79,49,94,1.1,overcast clouds
362,Lahij,YE,13.1667,44.5833,66.31,80,2,4.61,clear sky
363,New Glasgow,CA,45.5834,-62.6486,33.12,83,96,14.79,overcast clouds
364,Owando,CG,-0.4819,15.8999,72.48,85,100,0.6,overcast clouds
365,Kurchum,KZ,48.5722,83.6542,9.5,77,99,2.98,overcast clouds
366,Constitucion,CL,-35.3333,-72.4167,60.73,76,100,7.52,overcast clouds
367,Bousse,BF,12.6606,-1.8922,74.77,15,82,9.28,broken clouds
368,Lyantonde,UG,-0.4031,31.1572,62.76,96,95,2.42,light rain
369,Jacksonville,US,30.3322,-81.6556,69.04,83,1,0.0,clear sky
370,Kumla,SE,59.1277,15.1434,28.67,93,86,8.05,mist
371,Barabinsk,RU,55.3571,78.357,17.8,96,100,3.85,light snow
372,Boma,GH,7.0805,-2.1697,73.29,38,6,2.73,clear sky
373,Diffa,NE,13.3154,12.6113,67.59,24,9,9.95,clear sky
374,Ranong,TH,9.9658,98.6348,78.73,90,49,4.45,scattered clouds
375,Wilmington,US,34.2257,-77.9447,64.31,80,40,4.61,scattered clouds
376,Oistins,BB,13.0667,-59.5333,75.29,73,20,9.22,few clouds
377,Zhangjiakou,CN,40.81,114.8794,12.88,40,0,4.83,clear sky
378,Awbari,LY,26.5921,12.7805,54.21,36,99,5.84,overcast clouds
379,Kempsey,AU,-31.0833,152.8333,73.94,84,64,7.0,light rain
380,Margate,GB,51.3813,1.3862,47.97,95,52,1.01,broken clouds
381,Skibbereen,IE,51.55,-9.2667,46.2,93,77,9.24,broken clouds
382,Dryden,CA,49.7833,-92.7503,-1.91,78,1,10.36,clear sky
383,Fortuna,US,40.5982,-124.1573,45.32,94,90,1.01,overcast clouds
384,Mayo,US,38.8876,-76.5119,54.25,68,1,1.99,clear sky
385,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,66.56,29,1,9.22,clear sky
386,Banos,EC,-1.4,-78.4167,60.01,94,84,2.19,light rain
387,Manggar,ID,-2.8833,108.2667,79.48,84,99,5.35,overcast clouds
388,Berthierville,CA,46.0834,-73.1824,31.14,82,100,3.0,overcast clouds
389,Bayan,CN,46.0833,127.4,-8.32,94,100,5.19,overcast clouds
390,Bilibino,RU,68.0546,166.4372,-38.83,100,99,0.98,overcast clouds
391,Dakar,SN,14.6937,-17.4441,74.28,83,86,6.91,overcast clouds
392,Half Moon Bay,US,37.4636,-122.4286,51.06,88,75,0.0,mist
393,Lazaro Cardenas,MX,17.9583,-102.2,78.64,71,0,4.63,clear sky
394,Flinders,AU,-34.5833,150.8552,69.08,69,91,8.99,overcast clouds
395,General Pico,AR,-35.6566,-63.7568,80.1,28,7,4.63,clear sky
396,Khon Kaen,TH,16.5,102.0833,69.06,82,85,2.53,overcast clouds
397,Shimoda,JP,34.6667,138.95,39.56,50,0,23.0,clear sky
398,Dingle,PH,10.9995,122.6711,78.51,86,85,12.03,overcast clouds
399,Champerico,GT,14.3,-91.9167,82.04,72,1,9.46,clear sky
400,Broken Hill,AU,-31.95,141.4333,65.91,37,0,21.85,clear sky
401,Karratha,AU,-20.7377,116.8463,89.94,41,98,22.17,overcast clouds
402,Havelock,US,34.8791,-76.9013,60.78,90,1,0.0,clear sky
403,Coahuayana,MX,18.7333,-103.6833,81.88,76,60,3.38,broken clouds
404,California City,US,35.1258,-117.9859,49.41,55,1,11.01,clear sky
405,Shakawe,BW,-18.3667,21.85,68.94,81,20,8.25,few clouds
406,Egvekinot,RU,66.3167,-179.1667,-18.54,87,25,9.26,scattered clouds
407,Natal,BR,-5.795,-35.2094,80.82,89,75,6.91,broken clouds
408,Lasa,IT,46.6166,10.7002,35.02,92,72,1.66,broken clouds
409,Qaqortoq,GL,60.7167,-46.0333,37.9,62,67,7.25,broken clouds
410,Batya,HU,46.488,18.9542,31.53,64,100,5.73,light snow
411,Ugljevik,BA,44.6636,19.0203,34.97,96,100,3.4,overcast clouds
412,Neryungri,RU,56.6709,124.6491,-22.76,98,99,4.14,overcast clouds
413,Chuy,UY,-33.6971,-53.4616,63.99,75,0,4.05,moderate rain
414,Ilulissat,GL,69.2167,-51.1,24.82,50,9,2.3,clear sky
415,Griffith,US,41.5284,-87.4237,38.26,80,40,4.0,scattered clouds
416,Tazovskiy,RU,67.4667,78.7,-4.88,88,72,14.41,broken clouds
417,Kaeo,NZ,-35.1,173.7833,76.32,80,100,7.87,overcast clouds
418,Qurayyat,SA,31.3318,37.3428,39.38,65,0,0.0,clear sky
419,Agarak,AM,39.2068,46.5446,32.92,47,5,5.46,clear sky
420,Lamu,KE,-2.2717,40.902,75.42,85,60,4.32,broken clouds
421,Joura,IN,26.3411,77.8115,58.59,58,83,5.37,broken clouds
422,Lampa,CL,-33.2833,-70.9,79.65,29,0,14.97,clear sky
423,Waitati,NZ,-45.75,170.5667,52.47,90,100,0.11,overcast clouds
424,Coquimbo,CL,-29.9533,-71.3436,63.82,83,84,2.37,broken clouds
425,Taikang,CN,46.8333,124.4167,-10.05,90,49,4.72,scattered clouds
426,Korba,IN,22.35,82.6833,57.52,60,57,4.03,broken clouds
427,Iqaluit,CA,63.7506,-68.5145,8.33,78,90,4.61,light snow
428,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-18.17,100,83,3.49,broken clouds
429,Toora-Khem,RU,52.4675,96.11,-18.54,100,96,0.92,overcast clouds
430,Kodinsk,RU,58.6881,99.1844,-10.62,100,100,1.19,overcast clouds
431,Umm Lajj,SA,25.0213,37.2685,67.8,48,43,10.16,scattered clouds
432,Dunedin,NZ,-45.8742,170.5036,51.96,91,100,1.14,overcast clouds
433,Bolshoye Nagatkino,RU,54.5196,47.9679,14.97,87,67,17.83,broken clouds
434,Haines Junction,CA,60.7522,-137.5108,1.35,78,100,0.0,snow
435,Guaraniacu,BR,-25.1008,-52.8781,71.02,52,70,1.57,broken clouds
436,Hailar,CN,49.2,119.7,-22.41,99,25,3.38,scattered clouds
437,Blackpool,GB,53.8167,-3.05,44.35,96,81,10.02,broken clouds
438,Vila Velha,BR,-20.3297,-40.2925,75.15,90,20,3.44,few clouds
439,Nambucca Heads,AU,-30.65,153.0,79.16,84,54,12.71,broken clouds
440,Carauari,BR,-4.8828,-66.8958,76.06,96,94,2.17,moderate rain
441,Imeni Poliny Osipenko,RU,52.4201,136.4853,-33.7,100,47,2.28,scattered clouds
442,Petatlan,MX,17.5167,-101.2667,85.8,73,0,2.77,clear sky
443,Wanning,CN,18.8003,110.3967,64.31,90,100,19.19,overcast clouds
444,Carmen,MX,18.6333,-91.8333,78.84,73,1,10.36,clear sky
445,Gloucester,GB,51.8657,-2.2431,48.33,95,19,4.47,few clouds
446,Svetlogorsk,BY,52.6333,29.7333,15.08,94,37,4.47,scattered clouds
447,Tolaga Bay,NZ,-38.3667,178.3,76.73,51,89,10.67,overcast clouds
448,Lithgow,AU,-33.4833,150.15,58.68,80,100,7.54,overcast clouds
449,Tecoanapa,MX,16.5167,-98.75,79.32,77,2,4.85,clear sky
450,Port Hedland,AU,-20.3167,118.5667,102.25,22,74,18.41,broken clouds
451,Ruwi,OM,23.5996,58.5507,71.29,68,54,4.52,broken clouds
452,Chilca,PE,-12.5211,-76.7372,69.96,85,71,6.29,broken clouds
453,Diamantino,BR,-14.4086,-56.4461,74.97,86,30,1.57,scattered clouds
454,Conakry,GN,9.538,-13.6773,80.67,83,20,2.3,mist
455,Moose Factory,CA,51.2585,-80.6094,-5.8,77,1,8.05,clear sky
456,Colac,AU,-38.3333,143.5833,63.63,49,62,13.11,broken clouds
457,Arys,KZ,42.4252,68.795,28.62,74,99,3.98,overcast clouds
458,Sulangan,PH,11.1373,123.7228,80.76,77,70,17.05,broken clouds
459,Aswan,EG,24.0934,32.907,53.73,36,55,9.1,broken clouds
460,Deputatskiy,RU,69.3,139.9,-26.43,96,100,5.75,overcast clouds
461,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,82,40,32.93,scattered clouds
462,Hulan,CN,45.9833,126.6,-3.89,91,100,4.25,overcast clouds
463,Ayr,GB,55.4627,-4.6339,40.21,93,75,9.22,light rain
464,Namibe,AO,-15.1961,12.1522,67.1,80,67,6.04,broken clouds
465,Nyurba,RU,63.2842,118.3319,-17.07,98,100,4.34,overcast clouds
466,Praxedis Guerrero,MX,31.3667,-106.0167,71.19,31,92,20.24,overcast clouds
467,Rio Gallegos,AR,-51.6226,-69.2181,68.05,34,40,8.05,scattered clouds
468,Gerash,IR,27.6652,54.1371,50.14,22,97,7.25,overcast clouds
469,Muros,ES,42.7762,-9.0603,61.23,85,85,23.62,overcast clouds
470,La Romana,DO,18.4273,-68.9728,76.73,88,20,6.91,few clouds
471,Nara,JP,34.6851,135.8049,38.48,43,22,9.28,few clouds
472,Phuket,TH,8.0,98.25,84.09,85,20,3.44,few clouds
473,Sabha,LY,27.0377,14.4283,54.37,39,100,5.48,overcast clouds
474,Mandalgovi,MN,45.7625,106.2708,9.1,29,7,15.12,clear sky
475,Buta,CD,2.7858,24.73,71.8,85,80,2.42,broken clouds
476,Mahibadhoo,MV,3.7833,72.9667,81.0,65,6,16.62,clear sky
477,Lagoa,PT,39.05,-27.9833,62.73,80,44,36.19,scattered clouds
478,Montabaur,DE,50.4333,7.8333,38.39,89,100,3.36,light rain
479,Sechura,PE,-5.5569,-80.8222,71.92,70,99,14.63,overcast clouds
480,Evensk,RU,61.95,159.2333,-12.84,75,56,16.04,broken clouds
481,Palaikastron,GR,35.2,26.25,56.53,68,0,9.24,clear sky
482,Zarubino,RU,42.63,131.0922,7.61,65,49,16.37,scattered clouds
483,Zhangye,CN,38.9342,100.4517,6.87,71,0,1.21,clear sky
484,Saint-Paul,RE,-21.0096,55.2707,77.11,83,7,0.76,clear sky
485,Karatsu,JP,33.4425,129.9697,37.9,25,88,1.01,light rain
486,Ambulu,ID,-8.345,113.6058,80.65,84,100,3.74,overcast clouds
487,Henties Bay,NA,-22.116,14.2845,62.85,87,1,4.7,clear sky
488,Touros,BR,-5.1989,-35.4608,77.9,78,99,9.33,light rain
489,Aloleng,PH,16.1307,119.7824,77.88,69,99,10.47,overcast clouds
490,Faxinal,BR,-24.0003,-51.3194,73.42,45,54,3.67,broken clouds
491,Fare,PF,-16.7,-151.0167,79.92,72,72,8.61,broken clouds
492,Lichinga,MZ,-13.3128,35.2406,71.69,56,20,9.22,few clouds
493,Bumba,CD,2.1833,22.4667,74.1,86,91,2.71,overcast clouds
494,Ilhabela,BR,-23.7781,-45.3581,72.99,87,8,9.93,clear sky
495,Caravelas,BR,-17.7125,-39.2481,73.51,93,83,2.75,broken clouds
496,Sitka,US,57.0531,-135.33,26.49,54,90,6.91,overcast clouds
497,Kendari,ID,-3.945,122.4989,77.56,92,100,2.26,overcast clouds
498,Agucadoura,PT,41.4318,-8.7804,60.31,88,98,23.42,overcast clouds
499,Chuguyevka,RU,44.1653,133.8633,-7.49,94,100,1.95,overcast clouds
500,Panzhihua,CN,26.5851,101.7128,42.17,94,1,2.3,clear sky
501,Pampa,US,35.5362,-100.9599,72.55,16,1,19.57,clear sky
502,Estelle,US,29.8458,-90.1067,73.99,78,75,5.75,broken clouds
503,Batangafo,CF,7.3008,18.2833,74.86,28,98,1.79,overcast clouds
504,Kollam,IN,8.8833,76.6,75.07,82,5,9.08,clear sky
505,Dongkan,CN,33.9997,119.8308,20.43,32,43,5.61,scattered clouds
506,Tokmak,UA,47.2514,35.7058,24.01,86,98,6.26,overcast clouds
507,Teguldet,RU,57.3064,88.1667,1.31,95,99,3.69,overcast clouds
508,Ostrow Mazowiecka,PL,52.8024,21.8951,18.63,94,13,3.69,few clouds
509,Irbeyskoye,RU,55.6428,95.4522,5.41,96,100,1.68,overcast clouds
510,Viedma,AR,-40.8135,-62.9967,68.47,43,0,14.63,clear sky
511,Vaitape,PF,-16.5167,-151.75,80.74,68,52,9.37,broken clouds
512,Jacareacanga,BR,-6.2222,-57.7528,75.99,94,95,1.21,overcast clouds
513,Namatanai,PG,-3.6667,152.4333,85.39,68,93,11.97,overcast clouds
514,Ampanihy,MG,-24.7,44.75,69.62,82,81,12.41,broken clouds
515,Longavi,CL,-35.9667,-71.6833,80.1,22,92,8.88,overcast clouds
516,Camacha,PT,33.0833,-16.3333,65.53,88,40,5.75,scattered clouds
517,Hailey,US,43.5196,-114.3153,19.26,80,90,4.61,snow
518,Puerto Cabezas,NI,14.0351,-83.3888,75.0,90,23,6.62,few clouds
519,Lulea,SE,65.5842,22.1547,8.67,78,20,4.61,few clouds
520,Guozhen,CN,34.3659,107.359,25.43,62,93,0.56,overcast clouds
521,Harrisonville,US,38.6533,-94.3488,62.22,71,1,10.36,clear sky
522,Atasu,KZ,48.6814,71.6433,-0.04,100,92,1.34,overcast clouds
523,Ust-Ilimsk,RU,58.0006,102.6619,-11.38,100,99,1.57,overcast clouds
524,Luderitz,NA,-26.6481,15.1594,63.09,88,1,4.59,clear sky
525,Eskilstuna,SE,59.3666,16.5077,29.03,96,97,1.99,overcast clouds
526,Hihya,EG,30.6713,31.588,52.68,83,0,5.79,clear sky
527,Carutapera,BR,-1.195,-46.02,76.62,91,92,7.18,overcast clouds
528,Yerofey Pavlovich,RU,53.9667,121.9667,-17.61,95,36,3.42,scattered clouds
529,Adrar,MR,20.5022,-10.0711,65.95,25,31,8.63,scattered clouds
530,Hay River,CA,60.8156,-115.7999,-20.22,76,20,8.05,few clouds
531,Seka,TH,17.9285,103.9552,68.77,70,90,7.2,overcast clouds
532,Qasigiannguit,GL,68.8193,-51.1922,25.05,75,13,4.85,few clouds
533,Kasongo-Lunda,CD,-6.4667,16.8167,69.03,98,100,0.98,overcast clouds
534,Bombay,IN,19.0144,72.8479,69.78,88,80,0.0,mist
535,Vammala,FI,61.3333,22.9,13.44,99,90,2.37,overcast clouds
536,Hovorany,CZ,48.9549,16.9935,30.61,82,98,4.27,overcast clouds
537,Alice Springs,AU,-23.7,133.8833,87.35,25,0,18.41,clear sky
538,Tual,ID,-5.6667,132.75,82.36,82,100,16.28,overcast clouds
539,Gushikawa,JP,26.3544,127.8686,58.23,62,90,17.27,overcast clouds
540,Rincon,US,32.296,-81.2354,68.86,91,1,5.75,clear sky
541,Pangoa,PE,-12.1167,-73.0,71.2,96,93,2.51,overcast clouds
542,Mount Gambier,AU,-37.8333,140.7667,66.11,45,40,19.57,scattered clouds
543,Pasni,PK,25.2631,63.471,71.82,76,65,6.51,broken clouds
544,Sukhothai,TH,17.25,99.6667,69.69,94,20,2.3,few clouds
545,Havoysund,NO,70.9963,24.6622,23.88,77,100,7.4,light snow
546,Novo Cruzeiro,BR,-17.4681,-41.8753,63.55,99,31,1.77,scattered clouds
547,Yeppoon,AU,-23.1333,150.7333,76.78,79,100,6.58,light rain
548,Khasan,RU,42.4308,130.6434,10.49,55,41,16.73,scattered clouds
549,Hongjiang,CN,27.11,109.9956,27.03,93,100,3.15,overcast clouds
550,Cayenne,GF,4.9333,-52.3333,79.09,89,90,3.0,overcast clouds
551,Petropavlovka,RU,50.6114,105.3196,-11.9,92,38,3.53,scattered clouds
552,Alta Floresta,BR,-9.8756,-56.0861,72.88,96,71,1.74,broken clouds
553,Ipora,BR,-16.4419,-51.1178,74.48,75,69,1.7,broken clouds
554,Kawalu,ID,-7.3817,108.2082,75.42,87,93,0.58,overcast clouds
555,Feira De Santana,BR,-12.2667,-38.9667,73.69,86,100,5.06,overcast clouds
556,Amazar,RU,53.858,120.875,-19.19,97,29,2.84,scattered clouds
557,Shenjiamen,CN,29.9576,122.298,36.03,56,96,16.42,overcast clouds
558,Dospat,BG,41.65,24.1667,34.3,98,96,0.96,overcast clouds
559,Kontagora,NG,10.3999,5.4695,73.44,26,37,5.86,scattered clouds
560,Tres Arroyos,AR,-38.3739,-60.2798,61.32,51,0,8.48,clear sky
561,Ternate,ID,0.8,127.4,81.07,82,100,10.25,overcast clouds
562,Morlaix,FR,48.5833,-4.0,51.87,100,75,11.5,light rain
563,Shadegan,IR,30.6497,48.6647,48.11,43,0,9.8,clear sky
564,Mangrol,IN,21.1167,70.1167,68.94,80,92,9.66,overcast clouds
565,Bida,NG,9.0833,6.0167,78.01,24,5,3.98,clear sky
566,Spasskoye,RU,44.6108,132.7969,-5.89,86,89,3.15,overcast clouds
567,Genhe,CN,50.7833,121.5167,-25.64,100,11,1.52,few clouds
568,Fuxin,CN,42.0156,121.6589,7.34,77,1,3.6,clear sky
569,Opuwo,NA,-18.0607,13.84,64.58,30,42,9.62,scattered clouds
570,Letlhakane,BW,-21.4167,25.5833,68.31,90,99,9.35,light rain
571,Cap Malheureux,MU,-19.9842,57.6142,75.47,90,36,1.99,scattered clouds
572,Cockburn Town,TC,21.4612,-71.1419,77.95,72,1,14.14,clear sky
573,Morro Bay,US,35.3658,-120.8499,56.19,67,13,3.0,few clouds
574,Nohar,IN,29.1833,74.7667,54.36,82,2,6.62,clear sky
575,Ocos,GT,14.5094,-92.1933,82.0,72,1,9.4,clear sky
576,Yelan-Kolenovskiy,RU,51.1632,41.151,12.83,92,8,10.16,clear sky
577,Saldanha,ZA,-33.0117,17.9442,62.65,89,0,8.25,clear sky
578,Bilma,NE,18.6853,12.9164,63.19,22,89,5.39,overcast clouds
579,Elliot Lake,CA,46.3834,-82.6331,19.49,79,16,4.99,few clouds
580,Salina Cruz,MX,16.1667,-95.2,78.53,59,0,5.17,clear sky
581,Magaria,NE,12.9983,8.9099,65.34,18,91,9.91,overcast clouds
582,Port Lincoln,AU,-34.7333,135.8667,63.81,62,72,21.32,broken clouds
583,Kalispell,US,48.1958,-114.3129,8.38,81,90,5.99,light snow
584,Pagudpud,PH,18.5616,120.7868,73.36,82,93,24.05,overcast clouds
585,Odweyne,SO,9.4092,45.064,65.08,65,29,7.31,scattered clouds
586,Howard Springs,AU,-12.497,131.047,80.51,98,100,17.02,light rain
587,Troy,US,42.6056,-83.1499,33.82,79,1,3.0,clear sky
588,Goderich,CA,43.7501,-81.7165,34.12,64,60,3.44,broken clouds
589,Panguna,PG,-6.3164,155.4848,82.04,64,100,2.86,overcast clouds
590,Grindavik,IS,63.8424,-22.4338,32.9,100,90,8.05,light snow
591,Dharchula,IN,29.85,80.5333,41.85,77,69,4.34,broken clouds
592,Takaka,NZ,-40.85,172.8,76.37,55,95,12.71,overcast clouds
593,Khandyga,RU,62.6667,135.6,-56.72,100,98,1.9,overcast clouds
594,Susanville,US,40.4163,-120.653,30.04,83,90,13.8,light snow
595,Atherton,GB,53.5237,-2.4935,44.44,95,91,1.99,overcast clouds
596,Formosa Do Rio Preto,BR,-11.0483,-45.1931,70.21,99,100,3.2,moderate rain
597,Wasilla,US,61.5814,-149.4394,30.69,92,90,4.61,mist
598,Rawson,AR,-43.3002,-65.1023,74.37,34,0,19.26,clear sky
599,Waipawa,NZ,-41.4122,175.5153,68.94,61,50,17.29,scattered clouds
600,Sibi,PK,29.5448,67.8764,56.91,40,40,0.4,scattered clouds
601,Rosolini,IT,36.8242,14.9478,56.41,84,100,9.1,overcast clouds
602,Whyalla,AU,-33.0333,137.5833,64.29,52,51,17.27,broken clouds
603,Zemio,CF,5.0314,25.1361,77.43,44,98,1.34,overcast clouds
604,Vallenar,CL,-28.5708,-70.7581,73.67,48,47,5.21,scattered clouds
605,Mazagao,BR,-0.115,-51.2894,77.05,95,82,3.18,broken clouds
606,Los Andes,CL,-32.8337,-70.5983,78.58,50,95,4.79,overcast clouds
607,Sabang,ID,5.8933,95.3214,81.37,69,38,12.46,scattered clouds
608,Taksimo,RU,56.3444,114.8794,-8.12,95,73,1.25,broken clouds
609,Pontianak,ID,-0.0333,109.3333,76.98,94,20,3.44,mist
610,Mundwa,IN,27.0667,73.8167,55.98,90,26,8.61,scattered clouds
611,Mikkeli,FI,61.6886,27.2723,12.31,85,90,8.05,light snow
612,Buckeye,US,33.3703,-112.5838,64.71,60,21,6.91,few clouds
613,Morgan City,US,29.6994,-91.2068,73.4,94,75,6.91,broken clouds
614,Falam,MM,22.9167,93.6833,42.4,81,0,1.54,clear sky
615,Camabatela,AO,-8.1881,15.375,63.34,100,100,2.64,light rain
616,Pangai,TO,-19.8,-174.35,87.91,58,75,9.22,light rain
617,Lensk,RU,60.7253,114.9278,-19.53,99,99,0.92,overcast clouds
618,Standerton,ZA,-26.9337,29.2415,61.61,75,99,4.14,overcast clouds
619,Nalut,LY,30.3333,10.85,54.46,37,18,9.6,few clouds
620,Mutis,CO,6.2262,-77.4044,77.52,91,88,4.05,moderate rain
621,Lavrentiya,RU,65.5833,-171.0,-5.22,86,98,8.34,overcast clouds
622,Uhlove,UA,44.8215,33.6045,42.57,91,100,7.81,overcast clouds
623,Arlit,NE,18.7369,7.3853,63.79,20,0,9.22,clear sky
624,Bosconia,CO,9.9689,-73.8836,84.06,59,97,1.92,overcast clouds
625,Bonavista,CA,48.6499,-53.1147,30.11,86,73,14.12,broken clouds
626,Nenjiang,CN,49.1833,125.2167,-22.94,98,38,2.53,scattered clouds
627,Kamina,CD,-8.7386,24.9906,63.88,94,98,3.15,overcast clouds
628,La Rioja,ES,42.25,-2.5,50.04,88,100,5.1,overcast clouds
629,Luanda,AO,-8.8368,13.2343,75.2,88,75,2.3,broken clouds
630,Chama,CH,47.1821,8.4636,44.28,94,75,1.14,mist
631,Bendigo,AU,-36.7667,144.2833,71.85,40,1,5.01,clear sky
632,Nangomba,TZ,-10.9,38.5,67.64,91,4,3.11,clear sky
633,Kiama,AU,-34.6833,150.8667,69.28,68,96,17.29,overcast clouds
634,Tezu,IN,27.9167,96.1667,54.43,57,57,3.38,broken clouds
635,Kathu,TH,7.9178,98.3332,83.7,81,22,9.84,few clouds
636,Tuensang,IN,26.2833,94.8333,45.41,91,54,3.42,broken clouds
637,Eureka,US,40.8021,-124.1637,45.57,94,100,4.0,overcast clouds
638,Palanga,LT,55.9175,21.0686,33.82,64,75,4.61,broken clouds
639,Butembo,CD,0.15,29.2833,57.2,95,93,3.06,overcast clouds
640,Gaziantep,TR,37.0594,37.3825,37.33,87,75,0.0,mist
641,San Juan,AR,-31.5375,-68.5364,89.2,27,100,6.06,overcast clouds
642,Ardakan,IR,32.31,54.0175,41.85,47,0,5.57,clear sky
643,Buchanan,LR,5.8808,-10.0467,78.76,84,16,3.27,few clouds
644,Dana Point,US,33.467,-117.6981,58.91,68,19,1.99,few clouds
645,Ocean City,US,39.2776,-74.5746,46.98,66,24,4.0,few clouds
646,Boralday,KZ,43.3578,76.8594,31.86,100,90,2.24,shower sleet
647,Rheinau,DE,48.8667,8.2,49.23,100,90,1.14,overcast clouds
648,Wewak,PG,-3.5534,143.6268,83.03,73,100,3.22,overcast clouds
649,Fuchu,JP,35.6667,139.4833,40.51,36,0,2.3,clear sky
650,Buala,SB,-8.145,159.5921,84.92,73,82,5.95,light rain
651,Guangyuan,CN,32.442,105.823,32.86,72,99,3.2,overcast clouds
652,Kieta,PG,-6.2167,155.6333,86.47,66,99,2.26,overcast clouds
653,Key Largo,US,25.0865,-80.4473,75.97,67,52,5.91,broken clouds
654,Aldan,RU,58.6031,125.3894,-26.16,99,100,4.25,overcast clouds
655,Orbetello,IT,42.4408,11.2196,53.24,87,42,3.27,scattered clouds
656,Kosh-Agach,RU,50.0,88.6667,-14.75,74,10,3.0,clear sky
657,Malanje,AO,-9.5402,16.341,65.01,99,100,3.69,overcast clouds
658,Shiraoi,JP,42.55,141.35,21.76,69,11,9.04,few clouds
659,Tanabe,JP,33.7333,135.3667,38.93,53,40,7.0,scattered clouds
660,Pochutla,MX,15.7432,-96.4661,79.65,75,6,3.33,clear sky
661,Broome,US,42.2506,-75.833,37.83,72,90,7.0,overcast clouds
662,Westport,US,41.1415,-73.3579,43.79,70,75,1.99,broken clouds
663,Depok,ID,-6.4,106.8186,83.64,89,20,0.0,haze
664,Banda Aceh,ID,5.5577,95.3222,75.25,79,35,9.69,scattered clouds
665,Matara,LK,5.9485,80.5353,71.17,88,14,8.72,few clouds
666,Hwange,ZW,-18.3693,26.5019,68.54,88,68,2.06,broken clouds
667,Almaznyy,RU,48.0448,40.045,24.94,94,100,5.32,overcast clouds
668,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,71.17,99,87,3.22,overcast clouds
669,Lyudinovo,RU,53.8664,34.4478,8.15,90,14,7.56,few clouds
670,Okha,RU,53.5739,142.9478,-4.18,89,97,22.62,overcast clouds
671,Lichtenau,DE,51.6167,8.9,33.01,88,0,4.61,clear sky
672,Turukhansk,RU,65.8167,87.9833,-19.48,98,41,5.37,scattered clouds
673,San Cristobal,VE,7.7669,-72.225,75.38,96,78,1.03,broken clouds
674,Hami,CN,42.8,93.45,19.24,29,8,4.29,clear sky
675,Salinopolis,BR,-0.6136,-47.3561,78.75,85,94,12.03,overcast clouds
676,Saint-Joseph,RE,-21.3667,55.6167,75.58,84,35,10.83,scattered clouds
677,Eenhana,NA,-17.4667,16.3333,76.75,25,40,6.26,scattered clouds
678,Lafiagi,NG,8.8667,5.4167,78.03,23,10,3.98,clear sky
679,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,69,75,15.66,light shower snow
680,Letnik,RU,46.011,41.2657,45.43,80,100,10.02,light rain
681,Seymchan,RU,62.8833,152.4333,-38.06,99,91,2.1,overcast clouds
682,Mount Isa,AU,-20.7333,139.5,87.57,35,75,8.05,broken clouds
683,College,US,64.8569,-147.8028,35.65,94,90,0.0,moderate rain
684,Acari,PE,-15.4311,-74.6158,73.78,78,94,4.47,overcast clouds
685,Moyale,KE,3.5167,39.0584,67.96,65,4,5.14,clear sky
686,Astoria,US,46.1879,-123.8313,35.85,82,90,8.01,light snow
687,Bima,ID,-8.4667,118.7167,81.73,80,100,3.33,overcast clouds
688,Tura,IN,25.5198,90.2201,57.49,55,23,2.59,few clouds
689,Uzhur,RU,55.3036,89.8339,3.16,92,100,3.6,overcast clouds
690,Ulladulla,AU,-35.35,150.4667,68.9,66,92,14.83,overcast clouds
691,Bath,GB,51.3779,-2.3591,48.25,97,37,4.63,scattered clouds
692,Santa Maria,BR,-29.6842,-53.8069,76.3,69,0,11.5,clear sky
693,Guaiba,BR,-30.1139,-51.325,76.86,71,20,6.91,few clouds
694,Tateyama,JP,34.9833,139.8667,45.1,35,73,3.71,broken clouds
695,Lydenburg,ZA,-25.0978,30.4597,60.71,92,100,2.08,overcast clouds
696,Balkanabat,TM,39.5108,54.3671,40.33,48,50,7.81,scattered clouds
697,Matay,EG,28.419,30.7792,49.62,72,17,8.52,few clouds
698,Dangeni,RO,47.85,26.9667,28.69,94,100,4.09,overcast clouds
